Age,WorkClass,education,marritalStatus,Race,Gender,workhours,Incomebracket
55_66,' Self-emp-not-inc',' 9th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
67_78,' Self-emp-not-inc',' 7th-8th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
67_78,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' 7th-8th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Masters',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
79_max,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Private',' 11th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' State-gov',' Masters',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
67_78,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Local-gov',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Assoc-acdm',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Local-gov',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
67_78,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Masters',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
67_78,' Self-emp-inc',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
67_78,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' 12th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' Black',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' Black',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' Black',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Never-married',' Black',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' Black',' Male',22_40,' <=50K.'
0_29,' State-gov',' Some-college',' Never-married',' Black',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Black',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' Black',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' Black',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' Asian-Pac-Islander',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' Asian-Pac-Islander',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' Amer-Indian-Eskimo',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Never-married',' Amer-Indian-Eskimo',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
30_41,' Private',' 10th',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
0_29,' State-gov',' Assoc-voc',' Married-AF-spouse',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
42_54,' State-gov',' HS-grad',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
0_29,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
55_66,' Local-gov',' Masters',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Masters',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
55_66,' Local-gov',' Bachelors',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
55_66,' Self-emp-not-inc',' Assoc-voc',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
30_41,' Self-emp-inc',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
42_54,' Self-emp-inc',' HS-grad',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' 11th',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
42_54,' Private',' 7th-8th',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Assoc-voc',' Widowed',' White',' Female',22_40,' <=50K.'
42_54,' Local-gov',' Bachelors',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Assoc-voc',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' State-gov',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
42_54,' Private',' Assoc-voc',' Widowed',' White',' Female',22_40,' <=50K.'
30_41,' Private',' 11th',' Separated',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' 7th-8th',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Masters',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
55_66,' Private',' 7th-8th',' Widowed',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Self-emp-not-inc',' Bachelors',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-spouse-absent',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Separated',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Assoc-acdm',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Local-gov',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' State-gov',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' 10th',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' 12th',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
30_41,' Private',' 7th-8th',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' 7th-8th',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Masters',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Local-gov',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Local-gov',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' 12th',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' 11th',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' 10th',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
42_54,' Private',' 10th',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
55_66,' Local-gov',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
55_66,' State-gov',' Assoc-acdm',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Federal-gov',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' 11th',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Self-emp-not-inc',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Private',' Assoc-voc',' Separated',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' 11th',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
55_66,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
42_54,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
55_66,' Local-gov',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' 10th',' Divorced',' White',' Female',22_40,' <=50K.'
67_78,' Self-emp-not-inc',' Bachelors',' Widowed',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Masters',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Assoc-voc',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' State-gov',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
79_max,' Private',' 12th',' Widowed',' White',' Female',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' Masters',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' 9th',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Self-emp-not-inc',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Local-gov',' 11th',' Separated',' Other',' Female',22_40,' <=50K.'
0_29,' Private',' 12th',' Never-married',' Other',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' Other',' Female',22_40,' <=50K.'
42_54,' Self-emp-inc',' Some-college',' Married-civ-spouse',' Black',' Female',22_40,' <=50K.'
42_54,' Private',' 10th',' Married-civ-spouse',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' 10th',' Married-civ-spouse',' Black',' Female',22_40,' <=50K.'
55_66,' Private',' 1st-4th',' Married-civ-spouse',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Separated',' Black',' Female',22_40,' <=50K.'
30_41,' Private',' Assoc-voc',' Never-married',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' Black',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Divorced',' Black',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' Black',' Female',22_40,' <=50K.'
30_41,' Private',' Assoc-acdm',' Never-married',' Black',' Female',22_40,' <=50K.'
30_41,' Private',' 10th',' Married-spouse-absent',' Black',' Female',22_40,' <=50K.'
30_41,' Private',' Masters',' Divorced',' Black',' Female',22_40,' <=50K.'
30_41,' Local-gov',' 11th',' Divorced',' Black',' Female',22_40,' <=50K.'
55_66,' Private',' 12th',' Divorced',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' Black',' Female',22_40,' <=50K.'
0_29,' Federal-gov',' Some-college',' Never-married',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' Black',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' Black',' Female',22_40,' <=50K.'
42_54,' State-gov',' Some-college',' Never-married',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' Black',' Female',22_40,' <=50K.'
30_41,' State-gov',' Doctorate',' Never-married',' Black',' Female',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' Bachelors',' Never-married',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' 11th',' Never-married',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' Black',' Female',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' Asian-Pac-Islander',' Female',22_40,' <=50K.'
0_29,' Self-emp-not-inc',' Bachelors',' Never-married',' Asian-Pac-Islander',' Female',22_40,' <=50K.'
30_41,' Local-gov',' 10th',' Married-civ-spouse',' Amer-Indian-Eskimo',' Female',22_40,' <=50K.'
0_29,' Local-gov',' 11th',' Never-married',' Amer-Indian-Eskimo',' Female',22_40,' <=50K.'
67_78,' Private',' Some-college',' Widowed',' White',' Female',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
42_54,' Private',' Doctorate',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
42_54,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
55_66,' Private',' 7th-8th',' Widowed',' Black',' Female',22_40,' <=50K.'
55_66,' Private',' 9th',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Assoc-voc',' Never-married',' White',' Male',22_40,' <=50K.'
55_66,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' 11th',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Assoc-voc',' Never-married',' White',' Male',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Widowed',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Separated',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' <=50K.'
55_66,' Private',' Some-college',' Widowed',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Some-college',' Married-AF-spouse',' White',' Male',22_40,' <=50K.'
67_78,' Self-emp-not-inc',' 7th-8th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
67_78,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
67_78,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' <=50K.'
42_54,' Local-gov',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
67_78,' Private',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
42_54,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
67_78,' Private',' Bachelors',' Divorced',' White',' Female',22_40,' <=50K.'
42_54,' Private',' 11th',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' 11th',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Married-spouse-absent',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
67_78,' Private',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
67_78,' Private',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
67_78,' Private',' Some-college',' Widowed',' White',' Female',22_40,' <=50K.'
67_78,' Private',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
42_54,' Private',' Bachelors',' Widowed',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Separated',' Black',' Female',22_40,' <=50K.'
30_41,' Private',' HS-grad',' Divorced',' Black',' Female',22_40,' <=50K.'
30_41,' Private',' Masters',' Never-married',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
42_54,' Private',' HS-grad',' Separated',' White',' Male',22_40,' <=50K.'
30_41,' State-gov',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
55_66,' Private',' 11th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Self-emp-not-inc',' 9th',' Widowed',' White',' Female',22_40,' <=50K.'
42_54,' Self-emp-not-inc',' 10th',' Divorced',' White',' Female',22_40,' <=50K.'
55_66,' State-gov',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
55_66,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' Asian-Pac-Islander',' Male',22_40,' <=50K.'
67_78,' Private',' HS-grad',' Widowed',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' 11th',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Divorced',' White',' Female',22_40,' <=50K.'
30_41,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' Black',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Separated',' White',' Female',22_40,' <=50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
30_41,' Private',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Local-gov',' Bachelors',' Never-married',' White',' Female',22_40,' <=50K.'
55_66,' Self-emp-not-inc',' 10th',' Married-civ-spouse',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Assoc-acdm',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Female',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Female',22_40,' <=50K.'
30_41,' Self-emp-not-inc',' HS-grad',' Separated',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Self-emp-not-inc',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Self-emp-inc',' HS-grad',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' <=50K.'
0_29,' Private',' Some-college',' Never-married',' White',' Male',22_40,' <=50K.'
