@relation proj2master-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R1-precision6

@attribute Age {'\'(-inf-29.166667]\'','\'(29.166667-41.333333]\'','\'(41.333333-53.5]\'','\'(53.5-65.666667]\'','\'(65.666667-77.833333]\'','\'(77.833333-inf)\''}
@attribute WorkClass {' Private',' Self-emp-not-inc',' Self-emp-inc',' Local-gov',' Federal-gov',' State-gov',' Without-pay'}
@attribute education {' 11th',' Bachelors',' Some-college',' Assoc-voc',' Doctorate',' Masters',' HS-grad',' Prof-school',' Assoc-acdm',' 5th-6th',' 9th',' 7th-8th',' 1st-4th',' 10th',' 12th',' Preschool'}
@attribute marritalStatus {' Never-married',' Married-civ-spouse',' Divorced',' Separated',' Married-spouse-absent',' Married-AF-spouse',' Widowed'}
@attribute Job {' Machine-op-inspct',' Sales',' Craft-repair',' Prof-specialty',' Exec-managerial',' Adm-clerical',' Tech-support',' Other-service',' Protective-serv',' Transport-moving',' Handlers-cleaners',' Farming-fishing',' Armed-Forces',' Priv-house-serv'}
@attribute Relationship {' Own-child',' Not-in-family',' Husband',' Unmarried',' Wife',' Other-relative'}
@attribute Race {' Black',' Asian-Pac-Islander',' White',' Other',' Amer-Indian-Eskimo'}
@attribute Gender {' Male',' Female'}
@attribute workhours numeric
@attribute CountryOrigin {' United-States',' Cambodia',' Canada',' China',' Columbia',' Cuba',' Dominican-Republic',' Ecuador',' El-Salvador',' England',' France',' Germany',' Greece',' Haiti',' Honduras',' Hong',' Hungary',' India',' Iran',' Ireland',' Italy',' Jamaica',' Japan',' Mexico',' Nicaragua',' Outlying-US(Guam-USVI-etc)',' Peru',' Philippines',' Poland',' Portugal',' Puerto-Rico',' South',' Taiwan',' Thailand',' Vietnam',' Yugoslavia',' Guatemala',' Laos',' Scotland',' Trinadad&Tobago'}
@attribute Incomebracket {' <=50K.',' >50K.'}

@data
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' Asian-Pac-Islander',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Masters',' Never-married',' Tech-support',' Not-in-family',' Asian-Pac-Islander',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Never-married',' Tech-support',' Not-in-family',' Asian-Pac-Islander',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' Asian-Pac-Islander',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' State-gov',' Some-college',' Married-civ-spouse',' Protective-serv',' Husband',' Asian-Pac-Islander',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Transport-moving',' Husband',' Asian-Pac-Islander',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-spouse-absent',' Adm-clerical',' Unmarried',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Local-gov',' Assoc-voc',' Divorced',' Machine-op-inspct',' Unmarried',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Assoc-voc',' Never-married',' Prof-specialty',' Unmarried',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Never-married',' Farming-fishing',' Own-child',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 11th',' Never-married',' Machine-op-inspct',' Own-child',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Federal-gov',' HS-grad',' Never-married',' Adm-clerical',' Other-relative',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 11th',' Never-married',' Handlers-cleaners',' Other-relative',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' HS-grad',' Never-married',' Craft-repair',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 11th',' Never-married',' Craft-repair',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 10th',' Divorced',' Craft-repair',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' Some-college',' Divorced',' Exec-managerial',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-spouse-absent',' Handlers-cleaners',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Divorced',' Handlers-cleaners',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Masters',' Never-married',' Other-service',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Other-service',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' HS-grad',' Divorced',' Other-service',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Local-gov',' Some-college',' Divorced',' Prof-specialty',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' HS-grad',' Never-married',' Transport-moving',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' HS-grad',' Divorced',' Transport-moving',' Not-in-family',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Federal-gov',' Assoc-acdm',' Married-civ-spouse',' Adm-clerical',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' 7th-8th',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Other-service',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' HS-grad',' Married-civ-spouse',' Other-service',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Prof-specialty',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Local-gov',' Assoc-voc',' Married-civ-spouse',' Protective-serv',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' State-gov',' HS-grad',' Married-civ-spouse',' Protective-serv',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' State-gov',' HS-grad',' Married-civ-spouse',' Protective-serv',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Sales',' Husband',' Amer-Indian-Eskimo',' Male',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' State-gov',' Bachelors',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Assoc-acdm',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' Assoc-acdm',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Assoc-acdm',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Assoc-voc',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Assoc-voc',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Assoc-voc',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Assoc-voc',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Local-gov',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' State-gov',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' State-gov',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 10th',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Assoc-voc',' Married-civ-spouse',' Craft-repair',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Craft-repair',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Assoc-acdm',' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 9th',' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-AF-spouse',' Handlers-cleaners',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 9th',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 7th-8th',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' State-gov',' Bachelors',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-not-inc',' Assoc-voc',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' State-gov',' HS-grad',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 12th',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 10th',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 10th',' Married-AF-spouse',' Other-service',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Priv-house-serv',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' State-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Local-gov',' Some-college',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 7th-8th',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Assoc-acdm',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' State-gov',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Married-AF-spouse',' Sales',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Tech-support',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Tech-support',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Tech-support',' Wife',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Assoc-acdm',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(65.666667-77.833333]\'',' Local-gov',' Assoc-acdm',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(65.666667-77.833333]\'',' Private',' Assoc-voc',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Local-gov',' Some-college',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Federal-gov',' HS-grad',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Local-gov',' HS-grad',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' State-gov',' HS-grad',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Federal-gov',' HS-grad',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 11th',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',40,' United-States',' <=50K.'
